experience_driver,field_name,weight_contribution,percentage_of_signature
Customer Service → Staff Training,theme,2,4.878048780487805
Customer Service → Staff Training,customer_journey_stage,1,2.4390243902439024
Customer Service → Staff Training,feedback_type,1,2.4390243902439024
Customer Service → Staff Training,customer_effort_score,1,2.4390243902439024
Customer Service → Staff Interaction,matters,8,19.51219512195122
Customer Service → Staff Interaction,behavioral_impact,6,14.634146341463413
Customer Service → Staff Interaction,context,6,14.634146341463413
Customer Service → Staff Interaction,stream_justification,4,9.75609756097561
Customer Service → Staff Interaction,interaction_moment,4,9.75609756097561
Customer Service → Staff Interaction,emotion,3,7.317073170731707
Customer Service → Staff Interaction,opportunity_stream,3,7.317073170731707
Customer Service → Staff Interaction,customer_journey,2,4.878048780487805
Customer Service → Staff Interaction,theme,2,4.878048780487805
Customer Service → Staff Interaction,customer_journey_stage,1,2.4390243902439024
Customer Service → Staff Interaction,feedback_type,1,2.4390243902439024
Customer Service → Staff Interaction,customer_effort_score,1,2.4390243902439024
Delivery Experience → Delivery Speed,matters,8,19.51219512195122
Delivery Experience → Delivery Speed,behavioral_impact,6,14.634146341463413
Delivery Experience → Delivery Speed,context,6,14.634146341463413
Delivery Experience → Delivery Speed,stream_justification,4,9.75609756097561
Delivery Experience → Delivery Speed,interaction_moment,4,9.75609756097561
Delivery Experience → Delivery Speed,emotion,3,7.317073170731707
Delivery Experience → Delivery Speed,opportunity_stream,3,7.317073170731707
Delivery Experience → Delivery Speed,customer_journey,2,4.878048780487805
Delivery Experience → Delivery Speed,theme,2,4.878048780487805
Delivery Experience → Delivery Speed,customer_journey_stage,1,2.4390243902439024
Delivery Experience → Delivery Speed,feedback_type,1,2.4390243902439024
Delivery Experience → Delivery Speed,customer_effort_score,1,2.4390243902439024
Order Accuracy → Weight Discrepancy,matters,8,19.51219512195122
Order Accuracy → Weight Discrepancy,behavioral_impact,6,14.634146341463413
Order Accuracy → Weight Discrepancy,context,6,14.634146341463413
Order Accuracy → Weight Discrepancy,stream_justification,4,9.75609756097561
Order Accuracy → Weight Discrepancy,interaction_moment,4,9.75609756097561
Order Accuracy → Weight Discrepancy,emotion,3,7.317073170731707
Order Accuracy → Weight Discrepancy,opportunity_stream,3,7.317073170731707
Order Accuracy → Weight Discrepancy,customer_journey,2,4.878048780487805
Order Accuracy → Weight Discrepancy,theme,2,4.878048780487805
Order Accuracy → Weight Discrepancy,customer_journey_stage,1,2.4390243902439024
Order Accuracy → Weight Discrepancy,feedback_type,1,2.4390243902439024
Order Accuracy → Weight Discrepancy,customer_effort_score,1,2.4390243902439024
Delivery Experience → Product Quality,matters,8,19.51219512195122
Delivery Experience → Product Quality,behavioral_impact,6,14.634146341463413
Delivery Experience → Product Quality,context,6,14.634146341463413
Delivery Experience → Product Quality,stream_justification,4,9.75609756097561
Delivery Experience → Product Quality,interaction_moment,4,9.75609756097561
Delivery Experience → Product Quality,emotion,3,7.317073170731707
Delivery Experience → Product Quality,opportunity_stream,3,7.317073170731707
Delivery Experience → Product Quality,customer_journey,2,4.878048780487805
Delivery Experience → Product Quality,theme,2,4.878048780487805
Delivery Experience → Product Quality,customer_journey_stage,1,2.4390243902439024
Delivery Experience → Product Quality,feedback_type,1,2.4390243902439024
Delivery Experience → Product Quality,customer_effort_score,1,2.4390243902439024
Product Information → Expiration Dates,matters,8,19.51219512195122
Product Information → Expiration Dates,behavioral_impact,6,14.634146341463413
Product Information → Expiration Dates,context,6,14.634146341463413
Product Information → Expiration Dates,stream_justification,4,9.75609756097561
Product Information → Expiration Dates,interaction_moment,4,9.75609756097561
Product Information → Expiration Dates,emotion,3,7.317073170731707
Product Information → Expiration Dates,opportunity_stream,3,7.317073170731707
Product Information → Expiration Dates,customer_journey,2,4.878048780487805
Product Information → Expiration Dates,theme,2,4.878048780487805
Product Information → Expiration Dates,customer_journey_stage,1,2.4390243902439024
Product Information → Expiration Dates,feedback_type,1,2.4390243902439024
Product Information → Expiration Dates,customer_effort_score,1,2.4390243902439024
Order Management → Stock Availability Communication,matters,8,19.51219512195122
Order Management → Stock Availability Communication,behavioral_impact,6,14.634146341463413
Order Management → Stock Availability Communication,context,6,14.634146341463413
Order Management → Stock Availability Communication,stream_justification,4,9.75609756097561
Order Management → Stock Availability Communication,interaction_moment,4,9.75609756097561
Order Management → Stock Availability Communication,emotion,3,7.317073170731707
Order Management → Stock Availability Communication,opportunity_stream,3,7.317073170731707
Order Management → Stock Availability Communication,customer_journey,2,4.878048780487805
Order Management → Stock Availability Communication,theme,2,4.878048780487805
Order Management → Stock Availability Communication,customer_journey_stage,1,2.4390243902439024
Order Management → Stock Availability Communication,feedback_type,1,2.4390243902439024
Order Management → Stock Availability Communication,customer_effort_score,1,2.4390243902439024
Product Availability → Order Acceptance,matters,8,19.51219512195122
Product Availability → Order Acceptance,behavioral_impact,6,14.634146341463413
Product Availability → Order Acceptance,context,6,14.634146341463413
Product Availability → Order Acceptance,stream_justification,4,9.75609756097561
Product Availability → Order Acceptance,interaction_moment,4,9.75609756097561
Product Availability → Order Acceptance,emotion,3,7.317073170731707
Product Availability → Order Acceptance,opportunity_stream,3,7.317073170731707
Product Availability → Order Acceptance,customer_journey,2,4.878048780487805
Product Availability → Order Acceptance,theme,2,4.878048780487805
Product Availability → Order Acceptance,customer_journey_stage,1,2.4390243902439024
Product Availability → Order Acceptance,feedback_type,1,2.4390243902439024
Product Availability → Order Acceptance,customer_effort_score,1,2.4390243902439024
Delivery Experience → Address Accuracy,matters,8,19.51219512195122
Delivery Experience → Address Accuracy,behavioral_impact,6,14.634146341463413
Delivery Experience → Address Accuracy,context,6,14.634146341463413
Delivery Experience → Address Accuracy,stream_justification,4,9.75609756097561
Delivery Experience → Address Accuracy,interaction_moment,4,9.75609756097561
Delivery Experience → Address Accuracy,emotion,3,7.317073170731707
Delivery Experience → Address Accuracy,opportunity_stream,3,7.317073170731707
Delivery Experience → Address Accuracy,customer_journey,2,4.878048780487805
Delivery Experience → Address Accuracy,theme,2,4.878048780487805
Delivery Experience → Address Accuracy,customer_journey_stage,1,2.4390243902439024
Delivery Experience → Address Accuracy,feedback_type,1,2.4390243902439024
Delivery Experience → Address Accuracy,customer_effort_score,1,2.4390243902439024
Payment Options → Cashless Payment Availability,matters,8,19.51219512195122
Payment Options → Cashless Payment Availability,behavioral_impact,6,14.634146341463413
Payment Options → Cashless Payment Availability,context,6,14.634146341463413
Payment Options → Cashless Payment Availability,stream_justification,4,9.75609756097561
Payment Options → Cashless Payment Availability,interaction_moment,4,9.75609756097561
Payment Options → Cashless Payment Availability,emotion,3,7.317073170731707
Payment Options → Cashless Payment Availability,opportunity_stream,3,7.317073170731707
Payment Options → Cashless Payment Availability,customer_journey,2,4.878048780487805
Payment Options → Cashless Payment Availability,theme,2,4.878048780487805
Payment Options → Cashless Payment Availability,customer_journey_stage,1,2.4390243902439024
Payment Options → Cashless Payment Availability,feedback_type,1,2.4390243902439024
Payment Options → Cashless Payment Availability,customer_effort_score,1,2.4390243902439024
Order Accuracy → Post-Order Availability Management,matters,8,19.51219512195122
Order Accuracy → Post-Order Availability Management,behavioral_impact,6,14.634146341463413
Order Accuracy → Post-Order Availability Management,context,6,14.634146341463413
Order Accuracy → Post-Order Availability Management,stream_justification,4,9.75609756097561
Order Accuracy → Post-Order Availability Management,interaction_moment,4,9.75609756097561
Order Accuracy → Post-Order Availability Management,emotion,3,7.317073170731707
Order Accuracy → Post-Order Availability Management,opportunity_stream,3,7.317073170731707
Order Accuracy → Post-Order Availability Management,customer_journey,2,4.878048780487805
Order Accuracy → Post-Order Availability Management,theme,2,4.878048780487805
Order Accuracy → Post-Order Availability Management,customer_journey_stage,1,2.4390243902439024
Order Accuracy → Post-Order Availability Management,feedback_type,1,2.4390243902439024
Order Accuracy → Post-Order Availability Management,customer_effort_score,1,2.4390243902439024
Return & Refund Policy → Branch-Specific Return Restriction,matters,8,19.51219512195122
Return & Refund Policy → Branch-Specific Return Restriction,behavioral_impact,6,14.634146341463413
Return & Refund Policy → Branch-Specific Return Restriction,context,6,14.634146341463413
Return & Refund Policy → Branch-Specific Return Restriction,stream_justification,4,9.75609756097561
Return & Refund Policy → Branch-Specific Return Restriction,interaction_moment,4,9.75609756097561
Return & Refund Policy → Branch-Specific Return Restriction,emotion,3,7.317073170731707
Return & Refund Policy → Branch-Specific Return Restriction,opportunity_stream,3,7.317073170731707
Return & Refund Policy → Branch-Specific Return Restriction,customer_journey,2,4.878048780487805
Return & Refund Policy → Branch-Specific Return Restriction,theme,2,4.878048780487805
Return & Refund Policy → Branch-Specific Return Restriction,customer_journey_stage,1,2.4390243902439024
Return & Refund Policy → Branch-Specific Return Restriction,feedback_type,1,2.4390243902439024
Return & Refund Policy → Branch-Specific Return Restriction,customer_effort_score,1,2.4390243902439024
Order Accuracy → Out-of-Stock Notification,matters,8,19.51219512195122
Order Accuracy → Out-of-Stock Notification,behavioral_impact,6,14.634146341463413
Order Accuracy → Out-of-Stock Notification,context,6,14.634146341463413
Order Accuracy → Out-of-Stock Notification,stream_justification,4,9.75609756097561
Order Accuracy → Out-of-Stock Notification,interaction_moment,4,9.75609756097561
Order Accuracy → Out-of-Stock Notification,emotion,3,7.317073170731707
Order Accuracy → Out-of-Stock Notification,opportunity_stream,3,7.317073170731707
Order Accuracy → Out-of-Stock Notification,customer_journey,2,4.878048780487805
Order Accuracy → Out-of-Stock Notification,theme,2,4.878048780487805
Order Accuracy → Out-of-Stock Notification,customer_journey_stage,1,2.4390243902439024
Order Accuracy → Out-of-Stock Notification,feedback_type,1,2.4390243902439024
Order Accuracy → Out-of-Stock Notification,customer_effort_score,1,2.4390243902439024
Order Accuracy → Incomplete Order Fulfillment,matters,8,19.51219512195122
Order Accuracy → Incomplete Order Fulfillment,behavioral_impact,6,14.634146341463413
Order Accuracy → Incomplete Order Fulfillment,context,6,14.634146341463413
Order Accuracy → Incomplete Order Fulfillment,stream_justification,4,9.75609756097561
Order Accuracy → Incomplete Order Fulfillment,interaction_moment,4,9.75609756097561
Order Accuracy → Incomplete Order Fulfillment,emotion,3,7.317073170731707
Order Accuracy → Incomplete Order Fulfillment,opportunity_stream,3,7.317073170731707
Order Accuracy → Incomplete Order Fulfillment,customer_journey,2,4.878048780487805
Order Accuracy → Incomplete Order Fulfillment,theme,2,4.878048780487805
Order Accuracy → Incomplete Order Fulfillment,customer_journey_stage,1,2.4390243902439024
Order Accuracy → Incomplete Order Fulfillment,feedback_type,1,2.4390243902439024
Order Accuracy → Incomplete Order Fulfillment,customer_effort_score,1,2.4390243902439024
Promotions & Discounts → Voucher Redemption,matters,8,19.51219512195122
Promotions & Discounts → Voucher Redemption,behavioral_impact,6,14.634146341463413
Promotions & Discounts → Voucher Redemption,context,6,14.634146341463413
Promotions & Discounts → Voucher Redemption,stream_justification,4,9.75609756097561
Promotions & Discounts → Voucher Redemption,interaction_moment,4,9.75609756097561
Promotions & Discounts → Voucher Redemption,emotion,3,7.317073170731707
Promotions & Discounts → Voucher Redemption,opportunity_stream,3,7.317073170731707
Promotions & Discounts → Voucher Redemption,customer_journey,2,4.878048780487805
Promotions & Discounts → Voucher Redemption,theme,2,4.878048780487805
Promotions & Discounts → Voucher Redemption,customer_journey_stage,1,2.4390243902439024
Promotions & Discounts → Voucher Redemption,feedback_type,1,2.4390243902439024
Promotions & Discounts → Voucher Redemption,customer_effort_score,1,2.4390243902439024
Order Accuracy → Missing Items,matters,8,19.51219512195122
Order Accuracy → Missing Items,behavioral_impact,6,14.634146341463413
Order Accuracy → Missing Items,context,6,14.634146341463413
Order Accuracy → Missing Items,stream_justification,4,9.75609756097561
Order Accuracy → Missing Items,interaction_moment,4,9.75609756097561
Order Accuracy → Missing Items,emotion,3,7.317073170731707
Order Accuracy → Missing Items,opportunity_stream,3,7.317073170731707
Order Accuracy → Missing Items,customer_journey,2,4.878048780487805
Order Accuracy → Missing Items,theme,2,4.878048780487805
Order Accuracy → Missing Items,customer_journey_stage,1,2.4390243902439024
Order Accuracy → Missing Items,feedback_type,1,2.4390243902439024
Order Accuracy → Missing Items,customer_effort_score,1,2.4390243902439024
Mobile App → Cart Functionality,matters,8,19.51219512195122
Mobile App → Cart Functionality,behavioral_impact,6,14.634146341463413
Mobile App → Cart Functionality,context,6,14.634146341463413
Mobile App → Cart Functionality,stream_justification,4,9.75609756097561
Mobile App → Cart Functionality,interaction_moment,4,9.75609756097561
Mobile App → Cart Functionality,emotion,3,7.317073170731707
Mobile App → Cart Functionality,opportunity_stream,3,7.317073170731707
Mobile App → Cart Functionality,customer_journey,2,4.878048780487805
Mobile App → Cart Functionality,theme,2,4.878048780487805
Mobile App → Cart Functionality,customer_journey_stage,1,2.4390243902439024
Mobile App → Cart Functionality,feedback_type,1,2.4390243902439024
Mobile App → Cart Functionality,customer_effort_score,1,2.4390243902439024
Order Accuracy → Price Adjustment,matters,8,19.51219512195122
Order Accuracy → Price Adjustment,behavioral_impact,6,14.634146341463413
Order Accuracy → Price Adjustment,context,6,14.634146341463413
Order Accuracy → Price Adjustment,stream_justification,4,9.75609756097561
Order Accuracy → Price Adjustment,interaction_moment,4,9.75609756097561
Order Accuracy → Price Adjustment,emotion,3,7.317073170731707
Order Accuracy → Price Adjustment,opportunity_stream,3,7.317073170731707
Order Accuracy → Price Adjustment,customer_journey,2,4.878048780487805
Order Accuracy → Price Adjustment,theme,2,4.878048780487805
Order Accuracy → Price Adjustment,customer_journey_stage,1,2.4390243902439024
Order Accuracy → Price Adjustment,feedback_type,1,2.4390243902439024
Order Accuracy → Price Adjustment,customer_effort_score,1,2.4390243902439024
Delivery Experience → Order Non-Delivery,matters,8,19.51219512195122
Delivery Experience → Order Non-Delivery,behavioral_impact,6,14.634146341463413
Delivery Experience → Order Non-Delivery,context,6,14.634146341463413
Delivery Experience → Order Non-Delivery,stream_justification,4,9.75609756097561
Delivery Experience → Order Non-Delivery,interaction_moment,4,9.75609756097561
Delivery Experience → Order Non-Delivery,emotion,3,7.317073170731707
Delivery Experience → Order Non-Delivery,opportunity_stream,3,7.317073170731707
Delivery Experience → Order Non-Delivery,customer_journey,2,4.878048780487805
Delivery Experience → Order Non-Delivery,theme,2,4.878048780487805
Delivery Experience → Order Non-Delivery,customer_journey_stage,1,2.4390243902439024
Delivery Experience → Order Non-Delivery,feedback_type,1,2.4390243902439024
Delivery Experience → Order Non-Delivery,customer_effort_score,1,2.4390243902439024
Customer Support → Complaint Handling,matters,8,19.51219512195122
Customer Support → Complaint Handling,behavioral_impact,6,14.634146341463413
Customer Support → Complaint Handling,context,6,14.634146341463413
Customer Support → Complaint Handling,stream_justification,4,9.75609756097561
Customer Support → Complaint Handling,interaction_moment,4,9.75609756097561
Customer Support → Complaint Handling,emotion,3,7.317073170731707
Customer Support → Complaint Handling,opportunity_stream,3,7.317073170731707
Customer Support → Complaint Handling,customer_journey,2,4.878048780487805
Customer Support → Complaint Handling,theme,2,4.878048780487805
Customer Support → Complaint Handling,customer_journey_stage,1,2.4390243902439024
Customer Support → Complaint Handling,feedback_type,1,2.4390243902439024
Customer Support → Complaint Handling,customer_effort_score,1,2.4390243902439024
Payment Options → Voucher Redemption,matters,8,19.51219512195122
Payment Options → Voucher Redemption,behavioral_impact,6,14.634146341463413
Payment Options → Voucher Redemption,context,6,14.634146341463413
Payment Options → Voucher Redemption,stream_justification,4,9.75609756097561
Payment Options → Voucher Redemption,interaction_moment,4,9.75609756097561
Payment Options → Voucher Redemption,emotion,3,7.317073170731707
Payment Options → Voucher Redemption,opportunity_stream,3,7.317073170731707
Payment Options → Voucher Redemption,customer_journey,2,4.878048780487805
Payment Options → Voucher Redemption,theme,2,4.878048780487805
Payment Options → Voucher Redemption,customer_journey_stage,1,2.4390243902439024
Payment Options → Voucher Redemption,feedback_type,1,2.4390243902439024
Payment Options → Voucher Redemption,customer_effort_score,1,2.4390243902439024
Delivery Experience → Packaging Quality,matters,8,19.51219512195122
Delivery Experience → Packaging Quality,behavioral_impact,6,14.634146341463413
Delivery Experience → Packaging Quality,context,6,14.634146341463413
Delivery Experience → Packaging Quality,stream_justification,4,9.75609756097561
Delivery Experience → Packaging Quality,interaction_moment,4,9.75609756097561
Delivery Experience → Packaging Quality,emotion,3,7.317073170731707
Delivery Experience → Packaging Quality,opportunity_stream,3,7.317073170731707
Delivery Experience → Packaging Quality,customer_journey,2,4.878048780487805
Delivery Experience → Packaging Quality,theme,2,4.878048780487805
Delivery Experience → Packaging Quality,customer_journey_stage,1,2.4390243902439024
Delivery Experience → Packaging Quality,feedback_type,1,2.4390243902439024
Delivery Experience → Packaging Quality,customer_effort_score,1,2.4390243902439024
Delivery Experience → Timing Precision,matters,8,19.51219512195122
Delivery Experience → Timing Precision,behavioral_impact,6,14.634146341463413
Delivery Experience → Timing Precision,context,6,14.634146341463413
Delivery Experience → Timing Precision,stream_justification,4,9.75609756097561
Delivery Experience → Timing Precision,interaction_moment,4,9.75609756097561
Delivery Experience → Timing Precision,emotion,3,7.317073170731707
Delivery Experience → Timing Precision,opportunity_stream,3,7.317073170731707
Delivery Experience → Timing Precision,customer_journey,2,4.878048780487805
Delivery Experience → Timing Precision,theme,2,4.878048780487805
Delivery Experience → Timing Precision,customer_journey_stage,1,2.4390243902439024
Delivery Experience → Timing Precision,feedback_type,1,2.4390243902439024
Delivery Experience → Timing Precision,customer_effort_score,1,2.4390243902439024
Product Quality → Freshness,matters,8,19.51219512195122
Product Quality → Freshness,behavioral_impact,6,14.634146341463413
Product Quality → Freshness,context,6,14.634146341463413
Product Quality → Freshness,stream_justification,4,9.75609756097561
Product Quality → Freshness,interaction_moment,4,9.75609756097561
Product Quality → Freshness,emotion,3,7.317073170731707
Product Quality → Freshness,opportunity_stream,3,7.317073170731707
Product Quality → Freshness,customer_journey,2,4.878048780487805
Product Quality → Freshness,theme,2,4.878048780487805
Product Quality → Freshness,customer_journey_stage,1,2.4390243902439024
Product Quality → Freshness,feedback_type,1,2.4390243902439024
Product Quality → Freshness,customer_effort_score,1,2.4390243902439024
Order & Payment → Price Discrepancy,matters,8,19.51219512195122
Order & Payment → Price Discrepancy,behavioral_impact,6,14.634146341463413
Order & Payment → Price Discrepancy,context,6,14.634146341463413
Order & Payment → Price Discrepancy,stream_justification,4,9.75609756097561
Order & Payment → Price Discrepancy,interaction_moment,4,9.75609756097561
Order & Payment → Price Discrepancy,emotion,3,7.317073170731707
Order & Payment → Price Discrepancy,opportunity_stream,3,7.317073170731707
Order & Payment → Price Discrepancy,customer_journey,2,4.878048780487805
Order & Payment → Price Discrepancy,theme,2,4.878048780487805
Order & Payment → Price Discrepancy,customer_journey_stage,1,2.4390243902439024
Order & Payment → Price Discrepancy,feedback_type,1,2.4390243902439024
Order & Payment → Price Discrepancy,customer_effort_score,1,2.4390243902439024
Payment Options → On-Delivery Card Payment,matters,8,19.51219512195122
Payment Options → On-Delivery Card Payment,behavioral_impact,6,14.634146341463413
Payment Options → On-Delivery Card Payment,context,6,14.634146341463413
Payment Options → On-Delivery Card Payment,stream_justification,4,9.75609756097561
Payment Options → On-Delivery Card Payment,interaction_moment,4,9.75609756097561
Payment Options → On-Delivery Card Payment,emotion,3,7.317073170731707
Payment Options → On-Delivery Card Payment,opportunity_stream,3,7.317073170731707
Payment Options → On-Delivery Card Payment,customer_journey,2,4.878048780487805
Payment Options → On-Delivery Card Payment,theme,2,4.878048780487805
Payment Options → On-Delivery Card Payment,customer_journey_stage,1,2.4390243902439024
Payment Options → On-Delivery Card Payment,feedback_type,1,2.4390243902439024
Payment Options → On-Delivery Card Payment,customer_effort_score,1,2.4390243902439024
Promotions & Discounts → Free Bag Offer,matters,8,19.51219512195122
Promotions & Discounts → Free Bag Offer,behavioral_impact,6,14.634146341463413
Promotions & Discounts → Free Bag Offer,context,6,14.634146341463413
Promotions & Discounts → Free Bag Offer,stream_justification,4,9.75609756097561
Promotions & Discounts → Free Bag Offer,interaction_moment,4,9.75609756097561
Promotions & Discounts → Free Bag Offer,emotion,3,7.317073170731707
Promotions & Discounts → Free Bag Offer,opportunity_stream,3,7.317073170731707
Promotions & Discounts → Free Bag Offer,customer_journey,2,4.878048780487805
Promotions & Discounts → Free Bag Offer,theme,2,4.878048780487805
Promotions & Discounts → Free Bag Offer,customer_journey_stage,1,2.4390243902439024
Promotions & Discounts → Free Bag Offer,feedback_type,1,2.4390243902439024
Promotions & Discounts → Free Bag Offer,customer_effort_score,1,2.4390243902439024
Order Fulfillment → Electronic Orders,matters,8,19.51219512195122
Order Fulfillment → Electronic Orders,behavioral_impact,6,14.634146341463413
Order Fulfillment → Electronic Orders,context,6,14.634146341463413
Order Fulfillment → Electronic Orders,stream_justification,4,9.75609756097561
Order Fulfillment → Electronic Orders,interaction_moment,4,9.75609756097561
Order Fulfillment → Electronic Orders,emotion,3,7.317073170731707
Order Fulfillment → Electronic Orders,opportunity_stream,3,7.317073170731707
Order Fulfillment → Electronic Orders,customer_journey,2,4.878048780487805
Order Fulfillment → Electronic Orders,theme,2,4.878048780487805
Order Fulfillment → Electronic Orders,customer_journey_stage,1,2.4390243902439024
Order Fulfillment → Electronic Orders,feedback_type,1,2.4390243902439024
Order Fulfillment → Electronic Orders,customer_effort_score,1,2.4390243902439024
Delivery Experience → Staff Conduct,matters,8,19.51219512195122
Delivery Experience → Staff Conduct,behavioral_impact,6,14.634146341463413
Delivery Experience → Staff Conduct,context,6,14.634146341463413
Delivery Experience → Staff Conduct,stream_justification,4,9.75609756097561
Delivery Experience → Staff Conduct,interaction_moment,4,9.75609756097561
Delivery Experience → Staff Conduct,emotion,3,7.317073170731707
Delivery Experience → Staff Conduct,opportunity_stream,3,7.317073170731707
Delivery Experience → Staff Conduct,customer_journey,2,4.878048780487805
Delivery Experience → Staff Conduct,theme,2,4.878048780487805
Delivery Experience → Staff Conduct,customer_journey_stage,1,2.4390243902439024
Delivery Experience → Staff Conduct,feedback_type,1,2.4390243902439024
Delivery Experience → Staff Conduct,customer_effort_score,1,2.4390243902439024
Product Quality → Consistency,matters,8,19.51219512195122
Product Quality → Consistency,behavioral_impact,6,14.634146341463413
Product Quality → Consistency,context,6,14.634146341463413
Product Quality → Consistency,stream_justification,4,9.75609756097561
Product Quality → Consistency,interaction_moment,4,9.75609756097561
Product Quality → Consistency,emotion,3,7.317073170731707
Product Quality → Consistency,opportunity_stream,3,7.317073170731707
Product Quality → Consistency,customer_journey,2,4.878048780487805
Product Quality → Consistency,theme,2,4.878048780487805
Product Quality → Consistency,customer_journey_stage,1,2.4390243902439024
Product Quality → Consistency,feedback_type,1,2.4390243902439024
Product Quality → Consistency,customer_effort_score,1,2.4390243902439024
Product Quality → Product Freshness,matters,8,19.51219512195122
Product Quality → Product Freshness,behavioral_impact,6,14.634146341463413
Product Quality → Product Freshness,context,6,14.634146341463413
Product Quality → Product Freshness,stream_justification,4,9.75609756097561
Product Quality → Product Freshness,interaction_moment,4,9.75609756097561
Product Quality → Product Freshness,emotion,3,7.317073170731707
Product Quality → Product Freshness,opportunity_stream,3,7.317073170731707
Product Quality → Product Freshness,customer_journey,2,4.878048780487805
Product Quality → Product Freshness,theme,2,4.878048780487805
Product Quality → Product Freshness,customer_journey_stage,1,2.4390243902439024
Product Quality → Product Freshness,feedback_type,1,2.4390243902439024
Product Quality → Product Freshness,customer_effort_score,1,2.4390243902439024
Billing Accuracy → Invoice Discrepancy,behavioral_impact,6,18.181818181818183
Billing Accuracy → Invoice Discrepancy,context,6,18.181818181818183
Billing Accuracy → Invoice Discrepancy,stream_justification,4,12.121212121212121
Billing Accuracy → Invoice Discrepancy,interaction_moment,4,12.121212121212121
Billing Accuracy → Invoice Discrepancy,emotion,3,9.090909090909092
Billing Accuracy → Invoice Discrepancy,opportunity_stream,3,9.090909090909092
Billing Accuracy → Invoice Discrepancy,customer_journey,2,6.0606060606060606
Billing Accuracy → Invoice Discrepancy,theme,2,6.0606060606060606
Billing Accuracy → Invoice Discrepancy,customer_journey_stage,1,3.0303030303030303
Billing Accuracy → Invoice Discrepancy,feedback_type,1,3.0303030303030303
Billing Accuracy → Invoice Discrepancy,customer_effort_score,1,3.0303030303030303
Product Customization → Order Customization,matters,8,19.51219512195122
Product Customization → Order Customization,behavioral_impact,6,14.634146341463413
Product Customization → Order Customization,context,6,14.634146341463413
Product Customization → Order Customization,stream_justification,4,9.75609756097561
Product Customization → Order Customization,interaction_moment,4,9.75609756097561
Product Customization → Order Customization,emotion,3,7.317073170731707
Product Customization → Order Customization,opportunity_stream,3,7.317073170731707
Product Customization → Order Customization,customer_journey,2,4.878048780487805
Product Customization → Order Customization,theme,2,4.878048780487805
Product Customization → Order Customization,customer_journey_stage,1,2.4390243902439024
Product Customization → Order Customization,feedback_type,1,2.4390243902439024
Product Customization → Order Customization,customer_effort_score,1,2.4390243902439024
Product Availability → Order Fulfillment Consistency,matters,8,19.51219512195122
Product Availability → Order Fulfillment Consistency,behavioral_impact,6,14.634146341463413
Product Availability → Order Fulfillment Consistency,context,6,14.634146341463413
Product Availability → Order Fulfillment Consistency,stream_justification,4,9.75609756097561
Product Availability → Order Fulfillment Consistency,interaction_moment,4,9.75609756097561
Product Availability → Order Fulfillment Consistency,emotion,3,7.317073170731707
Product Availability → Order Fulfillment Consistency,opportunity_stream,3,7.317073170731707
Product Availability → Order Fulfillment Consistency,customer_journey,2,4.878048780487805
Product Availability → Order Fulfillment Consistency,theme,2,4.878048780487805
Product Availability → Order Fulfillment Consistency,customer_journey_stage,1,2.4390243902439024
Product Availability → Order Fulfillment Consistency,feedback_type,1,2.4390243902439024
Product Availability → Order Fulfillment Consistency,customer_effort_score,1,2.4390243902439024
